district_id,state,district,total_population,child_percent,youth_percent,adult_percent,senior_percent,male_percent,female_percent,literacy_rate,urban_percent,rural_percent,farmer_percent,service_holder_percent,business_percent,others_percent,avg_income,bank_penetration,post_offices_count,Post Office Monthly Income Scheme,Senior Citizen Savings Scheme,Public Provident Fund,Sukanya Samriddhi Yojana,Postal Life Insurance,Rural Postal Life Insurance,National Savings Certificate,Kisan Vikas Patra,Mahila Samman Savings Certificate
228,Karnataka,Karnataka_District_24,2254441,33.56698429840182,37.81764197240757,25.035231334879963,3.580142394310645,50.34788678173195,49.65211321826805,85.93390609402988,34.126553696294465,65.87344630370553,43.44087127504601,34.76246255598342,13.272174633726587,8.524491535243987,291936.82550458226,74.90888705727764,306,121600,37811,273261,154217,172584,264207,99418,331675,290320
229,Karnataka,Karnataka_District_25,2310251,27.609862358894127,34.55100804036613,27.5057878176361,10.333341783103638,48.10195667671922,51.89804332328078,75.12821932813247,10.611395880979769,89.38860411902023,52.74790518138926,18.85860860233719,29.561144947910982,0.0,528581.0089712101,50.841725913493185,485,75019,142898,198384,138373,162369,334778,90297,509090,384797
230,Karnataka,Karnataka_District_26,1067242,26.536211245768502,31.016164282878805,28.942295828689574,13.505328642663123,50.82420358812929,49.17579641187071,68.1453757231638,52.438461381238604,47.561538618761396,26.637702446089847,21.35817111167853,13.487798186791505,38.516328255440115,436842.02300807636,71.438704098474,109,64855,87530,151890,75220,82041,89044,30325,158526,155041
231,Karnataka,Karnataka_District_27,2755077,25.27464057818191,38.79239664036382,28.143278898222682,7.789683883231596,49.23948959557796,50.76051040442204,76.67271379960732,55.471627233757516,44.528372766242484,33.84727029276593,30.577659570434577,13.206675059130593,22.368395077668904,688805.0883141885,42.10108616647938,371,218142,131583,413051,178009,283362,221580,95284,334914,415224
232,Karnataka,Karnataka_District_28,1663223,26.447933537453583,36.62250207462371,33.85786315438572,3.0717012335369915,48.340419053020916,51.659580946979084,69.38792899323762,77.49135644394592,22.508643556054082,22.020605013128556,38.3498662493336,25.6451180421428,13.984410695395038,505120.5481230709,70.020711010737,179,115034,23267,378646,106603,235509,105088,98739,107555,270933
233,Kerala,Kerala_District_1,2802089,26.918438970614435,32.0863680975596,33.66641927890784,7.32877365291813,48.645677952199485,51.354322047800515,91.72550464438348,58.89984015088355,41.10015984911645,26.074446980804996,30.329132059093205,27.049171902642627,16.547249057459176,299847.14696381695,75.10125856729408,446,160401,100670,426162,175448,307846,252579,145763,384673,467339
234,Kerala,Kerala_District_2,2710082,26.272363663788017,30.43988606768129,32.39996723797394,10.887783030556761,50.3468877829802,49.6531122170198,65.1122714189911,64.18397420683817,35.81602579316183,21.171386904806692,16.204781458057585,25.707364642459698,36.91646699467603,622749.0540378088,66.47240819312529,428,212844,162384,422743,149401,360591,237091,108133,200917,306873
235,Kerala,Kerala_District_3,2453626,25.906039300017703,37.3121125385465,28.282571140009193,8.499277021426597,49.63789002806755,50.36210997193245,75.1257990595694,59.19489366432201,40.80510633567799,22.886795737332612,33.46613050613583,13.422997949195308,30.22407580733624,772666.8638389191,47.4151670789448,439,207092,129573,459691,183568,311640,215983,100162,235284,341468
236,Kerala,Kerala_District_4,739478,33.80612095175382,34.91529776525973,30.15962202825199,1.1189592547344525,51.0380307457171,48.9619692542829,85.02340406326385,24.608257621219153,75.39174237878085,28.675711925757593,29.177513397677693,25.857755447523267,16.289019229041443,381321.1970647804,70.40026282310691,170,22367,4437,94819,60825,62178,119672,31101,111059,105169
237,Kerala,Kerala_District_5,1489521,25.63955145057196,32.63266274514618,30.936744239695916,10.79104156458595,49.54367125035294,50.45632874964706,74.95381934426669,61.937481085442236,38.062518914557764,22.161611554549964,34.356993769641775,10.417307051307496,33.064087624500765,527625.2826619165,56.84742416266849,295,95211,90985,223446,114045,160729,136045,67108,133297,200659
238,Kerala,Kerala_District_6,657449,25.165526837746842,33.11498019383019,34.39104380681169,7.328449161611282,49.82615972386738,50.17384027613262,67.37282064080775,65.77619254778644,34.22380745221356,37.95233629033774,20.502583297555127,22.821283164019228,18.723797248087905,354912.5766470791,64.43410968819514,431,51577,27452,109249,49096,93312,63914,31122,91692,78841
239,Kerala,Kerala_District_7,2140597,27.322882699809348,30.921523872283892,29.64228290298862,12.113310524918134,52.053773678415936,47.946226321584064,91.2103024288965,39.729120757865545,60.270879242134455,44.251360850433514,23.737130792990474,11.82490663660267,20.186601719973346,150385.23695373227,50.84518885297132,218,152769,117739,276851,132342,175303,328107,91464,318203,314781
240,Kerala,Kerala_District_8,1940404,32.29627877395213,36.20091738815138,30.152264671238562,1.3505391666579172,48.78938075952911,51.21061924047089,62.011574355393805,31.28079847961461,68.71920152038538,49.253384966947635,25.199559099251275,22.65900881969544,2.8880471141056496,717027.1186498667,75.30229250959849,401,89227,14374,287416,186673,225487,269792,67995,479022,231290
241,Kerala,Kerala_District_9,2738434,26.951826692656322,35.64024985344743,32.22344438754132,5.184479066354925,52.36290769024283,47.63709230975717,76.05404314394492,53.178748860147195,46.821251139852805,25.940113165259504,32.032283837544554,29.95471099599004,12.0728920012059,593310.939066815,55.46246507661982,288,215327,88375,387575,175874,374605,274819,127544,262746,367423
242,Kerala,Kerala_District_10,2082574,34.370132295369125,35.25804957209573,26.975034747564216,3.3967833849709237,52.22420601564853,47.77579398435147,93.83111076824427,74.07449301513435,25.92550698486565,56.81421077450723,23.191027014860868,14.87056409242159,5.124198118210311,233579.76248686446,83.10114835606316,352,141041,35937,375240,203977,248228,165168,80285,295244,294804
243,Kerala,Kerala_District_11,2744679,25.647590672986627,38.782963645564266,29.5018197677674,6.0676259136817094,52.319856700422676,47.680143299577324,68.43860302038298,54.769451712122006,45.230548287877994,42.428453468672416,21.304687556900674,20.990270570218748,15.276588404208162,212955.6211461323,83.70508026362506,232,170682,89040,384897,153326,225793,355183,132458,438454,387245
244,Kerala,Kerala_District_12,2938592,32.13348550258381,37.99392272050635,29.77728567162621,0.09530610528363326,50.25447506028707,49.74552493971293,87.78089906837974,64.93678947277758,35.063210527222424,59.84503223641522,15.190672311881949,12.19064613484969,12.773649316853142,370127.3673599442,60.61389549557863,111,177967,1290,308946,209875,197680,288253,69933,534006,392629
245,Kerala,Kerala_District_13,2458509,29.882076188580797,38.556464651718684,30.52762297238833,1.0338361873121897,50.33405510527046,49.66594489472954,77.17186019293416,17.457024730309186,82.54297526969081,41.17675837480597,32.26509407345442,10.22118357595538,16.33696397578423,219156.96825260198,84.51955446878915,373,101410,12258,281241,175408,143602,405616,88490,577782,406055
246,Kerala,Kerala_District_14,794810,33.899702096490635,33.07043572371535,26.632097866859436,6.397764312934573,50.228643544279464,49.771356455720536,79.50705503310087,59.31108829131872,40.68891170868128,22.934491837672756,23.781256784418986,22.17785000626897,31.106401371639294,557306.0663357062,58.7825419028306,412,41383,28964,98926,55133,108624,68713,41383,82728,108195
247,Madhya Pradesh,Madhya Pradesh_District_1,1352709,29.447059822713104,39.74605543498397,33.331660361173036,0.0,48.4806152140895,51.5193847859105,65.46970840225552,27.865187433393157,72.13481256660684,24.79277596469716,15.281256534669671,21.61426527952272,38.31170222111045,561775.0412671086,60.97701293821369,382,33652,0,160728,103882,77091,186253,58219,213550,152049
248,Madhya Pradesh,Madhya Pradesh_District_2,1601407,31.024259115945682,30.278601025129642,32.346572611755256,6.3505672471694155,51.436223781822925,48.563776218177075,88.3567525203199,42.64827606300319,57.35172393699681,37.37763338515258,20.268513744734328,23.387969321351825,18.96588354876127,509617.5179154323,51.28291500820804,257,81065,55203,169340,125575,157426,227613,77141,270074,263169
249,Madhya Pradesh,Madhya Pradesh_District_3,2746156,32.64973105839667,39.53449347913791,30.512588163218197,0.0,50.813442198782525,49.186557801217475,76.63676270680455,18.04371892935862,81.95628107064138,43.98673098464512,31.927780775130355,23.14740578157984,0.9380824586446828,664758.1509259316,51.006824658099475,450,89647,0,421891,212813,236244,358922,121483,490043,465711
250,Madhya Pradesh,Madhya Pradesh_District_4,1892107,32.67167854782008,34.01330907967672,26.45722159955968,6.857790772943517,52.458985203675645,47.541014796324355,71.44914854616395,73.1562405865221,26.843759413477898,43.51990351829281,28.216435680315538,25.003183369640347,3.2604774317513083,297384.9655045661,48.326077379084616,95,116301,67678,377204,146946,296156,160492,104950,201599,319749
251,Madhya Pradesh,Madhya Pradesh_District_5,1659054,28.363996139539893,31.217895605654608,26.383532519529737,14.034575735275766,48.18156057492512,51.81843942507488,90.73142875395527,25.383413359042592,74.61658664095741,25.44568937462616,33.768064828357396,16.103987485345176,24.682258311671273,228136.0298996893,58.67842369902175,188,103539,117440,248382,134864,160212,253628,99938,221766,241968
252,Madhya Pradesh,Madhya Pradesh_District_6,752633,30.186877077441714,32.49949131926246,31.96741690705524,5.346214696240576,51.675570535875096,48.324429464124904,86.91908538438842,35.83688739752465,64.16311260247535,36.58597951154689,36.07513114608817,23.656228052735248,3.6826612896296957,190283.29696044044,45.60852208587462,379,51045,23639,125816,44297,74722,97873,52039,151696,135061
253,Madhya Pradesh,Madhya Pradesh_District_7,1393629,30.973659466332045,38.55729836817561,32.24977822081028,0.0,48.16136397860945,51.83863602139055,68.39747273941094,48.595643119489736,51.404356880510264,51.889653095777135,30.073922890070698,11.567250417242514,6.469173596909654,696722.809462812,57.1514260814685,294,69491,0,191974,121583,176103,212387,61998,301860,230315
254,Madhya Pradesh,Madhya Pradesh_District_8,753136,29.596319597288428,39.07239310376431,25.708244894370583,5.623042404576676,48.551883414703525,51.448116585296475,78.19471109882453,38.01225206157556,61.98774793842444,36.26787405992431,36.50247624917198,25.29780648466994,1.931843206233772,231695.9130337402,76.11957602407688,316,43159,27383,98820,49433,65805,76064,41112,105628,119733
255,Madhya Pradesh,Madhya Pradesh_District_9,999759,34.0576600860165,31.58082052948067,34.92592858661597,0.0,52.19002059948822,47.80997940051178,75.42558088320827,27.454993436814554,72.54500656318544,37.020534766204655,27.67248927305795,27.9758138943058,7.331162066431595,216496.8512556848,57.62176552742737,350,30482,0,155693,71027,103758,152682,64726,185053,121124
256,Madhya Pradesh,Madhya Pradesh_District_10,2828303,30.25421315221191,32.32346502976269,31.77521363902504,5.647108179000355,50.82941398245458,49.17058601754542,72.912385588815,27.863836095193548,72.13616390480645,51.038881178804274,22.962002648403946,24.72020923452485,1.2789069382669283,728537.2887544293,51.72747541170456,86,120015,82396,278846,243734,270896,512927,148232,478425,353008
257,Madhya Pradesh,Madhya Pradesh_District_11,573269,25.713659341855454,32.04239891892926,25.8903621477712,16.353579591444095,52.16562265566254,47.83437734433746,64.06933469908213,15.697068918386968,84.30293108161302,23.301472085143974,24.50815334411763,13.42610484301223,38.76426972772617,612223.1418523707,82.93020253225615,259,25399,58457,63697,31500,40792,95943,16714,72411,67504
258,Madhya Pradesh,Madhya Pradesh_District_12,541238,28.738039657613818,35.82707440383168,33.1926703338375,2.2422156047169963,49.95957260648313,50.04042739351687,92.391815161837,39.270407856197565,60.729592143802435,39.791854695387386,39.10479222932059,27.013153863797672,0.0,702022.3747177721,41.14526849518816,453,26773,7816,78163,32270,59128,62905,26403,71913,102980
259,Madhya Pradesh,Madhya Pradesh_District_13,2958680,28.042747764057783,39.12620728761685,30.499179323645418,2.3318656246799527,49.124190148135234,50.875809851864766,68.8877112374189,68.15948060400693,31.84051939599307,25.07655178684532,22.155906070085692,17.85144221008786,34.91609993298112,204066.69301056716,67.96078240910747,214,181800,32004,348786,245262,254754,256545,114014,353143,471126
260,Madhya Pradesh,Madhya Pradesh_District_14,1988786,29.58722542547644,35.48475085035926,27.641106315221915,7.286917408942376,50.36442680020073,49.63557319979927,71.02940043347007,56.75898313575463,43.24101686424537,28.222642026876024,16.096422731814542,24.21073667124061,31.470198570068817,301854.5383508495,60.07565286730937,493,101893,74252,221478,156253,201404,160832,72898,277818,223420
261,Madhya Pradesh,Madhya Pradesh_District_15,2174920,33.579205723445405,32.69745439460415,28.804650795560963,4.918689086389488,49.89506466777067,50.10493533222933,71.31271184479547,34.70071277372558,65.29928722627443,30.032954807408952,15.481817524245805,13.044710130090566,41.440517538254674,283593.8945634632,49.58326272230836,352,105326,57455,227549,154077,117247,275413,54956,390241,296239
262,Madhya Pradesh,Madhya Pradesh_District_16,2522207,33.10979953035893,34.25670547097763,27.719361976739577,4.914133021923867,51.85992924508685,48.14007075491315,71.19748392702249,62.939255134401684,37.060744865598316,41.5576396195981,37.95869275134365,17.77683303320237,2.7068345958558844,779907.5076360578,53.13555397794225,77,181916,69949,542816,218235,378248,275199,105291,390099,432091
263,Madhya Pradesh,Madhya Pradesh_District_17,2099850,27.495908831483874,37.79656212288132,33.96400563831027,0.7435234073245383,48.73965474371414,51.26034525628586,80.31083397260454,20.46915255930082,79.53084744069918,42.1475615539466,33.36607891662629,18.880202222074168,5.606157307352937,686701.2869294018,84.03358439464617,357,98271,9368,228002,164066,157157,312782,125712,449386,355595
264,Madhya Pradesh,Madhya Pradesh_District_18,1616089,25.19786925683371,33.86332624013843,25.6404512410416,15.29835326198626,51.00102903722919,48.99897096277081,78.3272099460034,38.25055568852312,61.74944431147688,36.97229393100736,37.22400375029326,26.244273347709118,0.0,711900.2012902106,43.05338287861245,454,99481,159252,287403,114245,150740,238480,119177,322765,244035
265,Madhya Pradesh,Madhya Pradesh_District_19,507523,27.163798182546685,36.561465227247,30.78995528598379,5.484781304222526,52.66120499595221,47.33879500404779,81.56985508508099,30.71474058507762,69.28525941492238,35.59419204360975,32.02593343232478,27.384875105500996,4.9949994185644755,561123.9086911301,54.615301268034884,481,24452,13406,88252,32642,65185,76350,30092,78481,75610
266,Madhya Pradesh,Madhya Pradesh_District_20,1463807,32.04368955842763,34.32861308845234,29.513994596773735,4.113702756346292,49.922399772538924,50.077600227461076,94.67312936217758,27.031857089272588,72.96814291072741,41.10903218893101,29.000597420788743,20.264150500198078,9.626219890082169,610365.8396084888,72.06422562344727,92,80758,33696,153712,112267,143269,213891,71675,290330,199700
267,Madhya Pradesh,Madhya Pradesh_District_21,2133420,25.708373839349935,34.0161008099984,34.03981324960708,6.235712101044591,52.415642109167514,47.584357890832486,89.7866517159683,42.86824587188727,57.13175412811273,45.8980127706439,26.232565335861487,18.518933805272923,9.350488088221688,672470.0376704963,52.57628849217091,234,94152,60830,237858,151881,208722,247174,79222,376617,348136
